time,biomass,nutrient,temperature,light,nutrient_rate,light_level,heater_power,DO
273.0,52.299486715311275,115.85025664234433,31.52702,100.0,0.5,100.0,200.0,0.06253120931189984
274.0,52.358724718706334,116.32063764064681,31.55092,100.0,0.5,100.0,200.0,0.059238003395062466
275.0,52.41468828276054,116.79265585861971,31.574821,100.0,0.5,100.0,200.0,0.0559635640542048
276.0,52.46739698007214,117.26630150996391,31.598722,100.0,0.5,100.0,200.0,0.052708697311601216
277.0,52.51687090695828,117.74156454652083,31.622623,100.0,0.5,100.0,200.0,0.049473926886145964
278.0,52.56313073485559,118.21843463257218,31.646524,100.0,0.5,100.0,200.0,0.04625982789730998
279.0,52.60619785165107,118.69690107417445,31.670425,100.0,0.5,100.0,200.0,0.04306711679547526
280.0,52.64609421260909,119.17695289369544,31.694326,100.0,0.5,100.0,200.0,0.03989636095802193
281.0,52.68284228024821,119.65857885987589,31.718227,100.0,0.5,100.0,200.0,0.036748067639117754
282.0,52.71646500891151,120.14176749554423,31.742128,100.0,0.5,100.0,200.0,0.0336227286633036
283.0,52.746985919192305,120.62650704040384,31.76603,100.0,0.5,100.0,200.0,0.030520910280794983
284.0,52.77442908288425,121.11278545855787,31.78993,100.0,0.5,100.0,200.0,0.027443163691940248
285.0,52.79881926526597,121.600590367367,31.81383,100.0,0.5,100.0,200.0,0.024390182381721
286.0,52.82018143815737,122.0899092809213,31.837729,100.0,0.5,100.0,200.0,0.021362172891401632
287.0,52.838541034160464,122.58072948291975,31.861628,100.0,0.5,100.0,200.0,0.018359596003097223
288.0,52.85392390914955,123.0730380454252,31.885527,100.0,0.5,100.0,200.0,0.015382874989087886
289.0,52.86635632730114,123.56682183634942,31.909426,100.0,0.5,100.0,200.0,0.012432418151587243
290.0,52.87586499126012,124.06206750436992,31.933325,100.0,0.5,100.0,200.0,0.009508663958985697
291.0,52.88247695980705,124.55876152009645,31.957224,100.0,0.5,100.0,200.0,0.006611968546926861
292.0,52.88621958806553,125.05689020596722,31.981123,100.0,0.5,100.0,200.0,0.0037426282584780146
293.0,52.887120467808195,125.55643976609589,32.005024,100.0,0.5,100.0,200.0,0.0009008797426688087
294.0,52.88520788633206,126.05643976609589,32.028923,100.0,0.5,100.0,200.0,0.0
295.0,52.88051021527619,126.55643976609589,32.052822,100.0,0.5,100.0,200.0,0.0
296.0,52.87305607475943,127.05643976609589,32.07672,100.0,0.5,100.0,200.0,0.0
